Fecha,Moneda,Venta
2024-07-18,EUR,4.407
2024-07-21,EUR,4.119
2024-07-23,EUR,4.381
2024-07-24,EUR,4.319
2024-07-25,EUR,4.316
2024-07-26,EUR,4.316
2024-07-27,EUR,4.316
2024-07-28,EUR,4.316
2024-07-29,EUR,4.316
2024-07-30,EUR,4.241
2024-07-31,EUR,4.289
